"TIME","CURRENCY","UNIT","STATINFO","Value","Flag and Footnotes"
"2016M10","Swiss franc","National currency","Average","1.0887",""
"2016M10","Swiss franc","National currency","Value at the end of the period","1.0820",""
"2016M10","Icelandic krona","National currency","Average","125.87",""
"2016M10","Icelandic krona","National currency","Value at the end of the period","123.63",""
"2016M10","Norwegian krone","National currency","Average","9.0009",""
"2016M10","Norwegian krone","National currency","Value at the end of the period","9.0345",""
"2016M10","Albanian lek","National currency","Average","136.85",""
"2016M10","Albanian lek","National currency","Value at the end of the period","136.54",""
"2016M10","Denar (of North Macedonia)","National currency","Average","61.5018",""
"2016M10","Denar (of North Macedonia)","National currency","Value at the end of the period","61.5747",""
"2016M10","Serbian dinar","National currency","Average","123.1782",""
"2016M10","Serbian dinar","National currency","Value at the end of the period","123.1620",""
"2016M10","Turkish lira","National currency","Average","3.3912",""
"2016M10","Turkish lira","National currency","Value at the end of the period","3.3965",""
"2016M10","Argentine peso","National currency","Average","16.7452",""
"2016M10","Argentine peso","National currency","Value at the end of the period","16.6199",""
"2016M10","Australian dollar","National currency","Average","1.4470",""
"2016M10","Australian dollar","National currency","Value at the end of the period","1.4397",""
"2016M10","Bosnia and Herzegovina convertible mark","National currency","Average","1.95583",""
"2016M10","Bosnia and Herzegovina convertible mark","National currency","Value at the end of the period","1.95583",""
"2016M10","Brazilian real","National currency","Average","3.5158",""
"2016M10","Brazilian real","National currency","Value at the end of the period","3.4836",""
"2016M10","Canadian dollar","National currency","Average","1.4594",""
"2016M10","Canadian dollar","National currency","Value at the end of the period","1.4665",""
"2016M10","Chinese renminbi-yuan","National currency","Average","7.4198",""
"2016M10","Chinese renminbi-yuan","National currency","Value at the end of the period","7.4156",""
"2016M10","Hong Kong dollar","National currency","Average","8.5533",""
"2016M10","Hong Kong dollar","National currency","Value at the end of the period","8.4887",""
"2016M10","Indonesian rupiah","National currency","Average","14,361.10",""
"2016M10","Indonesian rupiah","National currency","Value at the end of the period","14,273.82",""
"2016M10","Israeli shekel","National currency","Average","4.2110",""
"2016M10","Israeli shekel","National currency","Value at the end of the period","4.2138",""
"2016M10","Indian rupee","National currency","Average","73.5775",""
"2016M10","Indian rupee","National currency","Value at the end of the period","73.0940",""
"2016M10","Japanese yen","National currency","Average","114.47",""
"2016M10","Japanese yen","National currency","Value at the end of the period","114.97",""
"2016M10","South Korean won","National currency","Average","1,243.02",""
"2016M10","South Korean won","National currency","Value at the end of the period","1,254.89",""
"2016M10","Mexican peso","National currency","Average","20.8389",""
"2016M10","Mexican peso","National currency","Value at the end of the period","20.7150",""
"2016M10","Malaysian ringgit","National currency","Average","4.6040",""
"2016M10","Malaysian ringgit","National currency","Value at the end of the period","4.5970",""
"2016M10","New Zealand dollar","National currency","Average","1.5409",""
"2016M10","New Zealand dollar","National currency","Value at the end of the period","1.5313",""
"2016M10","Philippine peso","National currency","Average","53.304",""
"2016M10","Philippine peso","National currency","Value at the end of the period","53.063",""
"2016M10","Russian rouble","National currency","Average","69.0091",""
"2016M10","Russian rouble","National currency","Value at the end of the period","69.2498",""
"2016M10","Singapore dollar","National currency","Average","1.5257",""
"2016M10","Singapore dollar","National currency","Value at the end of the period","1.5251",""
"2016M10","Thai baht","National currency","Average","38.6660",""
"2016M10","Thai baht","National currency","Value at the end of the period","38.3270",""
"2016M10","New Taiwan dollar","National currency","Average","34.8240",""
"2016M10","New Taiwan dollar","National currency","Value at the end of the period","34.5680",""
"2016M10","US dollar","National currency","Average","1.1026",""
"2016M10","US dollar","National currency","Value at the end of the period","1.0946",""
"2016M10","South African rand","National currency","Average","15.3593",""
"2016M10","South African rand","National currency","Value at the end of the period","14.8482",""
"2016M11","Bulgarian lev","National currency","Average","1.9558",""
"2016M11","Bulgarian lev","National currency","Value at the end of the period","1.9558",""
"2016M11","Czech koruna","National currency","Average","27.033",""
"2016M11","Czech koruna","National currency","Value at the end of the period","27.060",""
"2016M11","Danish krone","National currency","Average","7.4406",""
"2016M11","Danish krone","National currency","Value at the end of the period","7.4403",""
"2016M11","Croatian kuna","National currency","Average","7.52110",""
"2016M11","Croatian kuna","National currency","Value at the end of the period","7.53780",""
"2016M11","Hungarian forint","National currency","Average","308.82",""
"2016M11","Hungarian forint","National currency","Value at the end of the period","311.51",""
"2016M11","Polish zloty","National currency","Average","4.3911",""
"2016M11","Polish zloty","National currency","Value at the end of the period","4.4483",""
"2016M11","Romanian leu","National currency","Average","4.5100",""
"2016M11","Romanian leu","National currency","Value at the end of the period","4.5040",""
"2016M11","Swedish krona","National currency","Average","9.8508",""
"2016M11","Swedish krona","National currency","Value at the end of the period","9.7538",""
"2016M11","Pound sterling","National currency","Average","0.86894",""
"2016M11","Pound sterling","National currency","Value at the end of the period","0.85250",""
"2016M11","Swiss franc","National currency","Average","1.0758",""
"2016M11","Swiss franc","National currency","Value at the end of the period","1.0803",""
"2016M11","Icelandic krona","National currency","Average","121.35",""
"2016M11","Icelandic krona","National currency","Value at the end of the period","119.15",""
"2016M11","Norwegian krone","National currency","Average","9.0807",""
"2016M11","Norwegian krone","National currency","Value at the end of the period","9.0190",""
"2016M11","Albanian lek","National currency","Average","136.18",""
"2016M11","Albanian lek","National currency","Value at the end of the period","135.86",""
"2016M11","Denar (of North Macedonia)","National currency","Average","61.5004",""
"2016M11","Denar (of North Macedonia)","National currency","Value at the end of the period","61.4830",""
"2016M11","Serbian dinar","National currency","Average","123.1874",""
"2016M11","Serbian dinar","National currency","Value at the end of the period","123.1992",""
"2016M11","Turkish lira","National currency","Average","3.5500",""
"2016M11","Turkish lira","National currency","Value at the end of the period","3.6372",""
"2016M11","Argentine peso","National currency","Average","16.5682",""
"2016M11","Argentine peso","National currency","Value at the end of the period","16.7395",""
"2016M11","Australian dollar","National currency","Average","1.4331",""
"2016M11","Australian dollar","National currency","Value at the end of the period","1.4291",""
"2016M11","Bosnia and Herzegovina convertible mark","National currency","Average","1.95583",""
"2016M11","Bosnia and Herzegovina convertible mark","National currency","Value at the end of the period","1.95583",""
"2016M11","Brazilian real","National currency","Average","3.6056",""
"2016M11","Brazilian real","National currency","Value at the end of the period","3.6118",""
"2016M11","Canadian dollar","National currency","Average","1.4519",""
"2016M11","Canadian dollar","National currency","Value at the end of the period","1.4233",""
"2016M11","Chinese renminbi-yuan","National currency","Average","7.3883",""
"2016M11","Chinese renminbi-yuan","National currency","Value at the end of the period","7.3205",""
"2016M11","Hong Kong dollar","National currency","Average","8.3758",""
"2016M11","Hong Kong dollar","National currency","Value at the end of the period","8.2489",""
"2016M11","Indonesian rupiah","National currency","Average","14,398.18",""
"2016M11","Indonesian rupiah","National currency","Value at the end of the period","14,413.08",""
"2016M11","Israeli shekel","National currency","Average","4.1491",""
"2016M11","Israeli shekel","National currency","Value at the end of the period","4.0850",""
"2016M11","Indian rupee","National currency","Average","73.0550",""
"2016M11","Indian rupee","National currency","Value at the end of the period","72.8590",""
"2016M11","Japanese yen","National currency","Average","116.93",""
"2016M11","Japanese yen","National currency","Value at the end of the period","120.48",""
"2016M11","South Korean won","National currency","Average","1,256.71",""
"2016M11","South Korean won","National currency","Value at the end of the period","1,247.37",""
"2016M11","Mexican peso","National currency","Average","21.6800",""
"2016M11","Mexican peso","National currency","Value at the end of the period","21.8775",""
"2016M11","Malaysian ringgit","National currency","Average","4.6843",""
"2016M11","Malaysian ringgit","National currency","Value at the end of the period","4.7496",""
"2016M11","New Zealand dollar","National currency","Average","1.5102",""
"2016M11","New Zealand dollar","National currency","Value at the end of the period","1.4911",""
"2016M11","Philippine peso","National currency","Average","53.160",""
"2016M11","Philippine peso","National currency","Value at the end of the period","52.913",""
"2016M11","Russian rouble","National currency","Average","69.5321",""
"2016M11","Russian rouble","National currency","Value at the end of the period","68.4209",""
"2016M11","Singapore dollar","National currency","Average","1.5232",""
"2016M11","Singapore dollar","National currency","Value at the end of the period","1.5179",""
"2016M11","Thai baht","National currency","Average","38.1550",""
"2016M11","Thai baht","National currency","Value at the end of the period","37.9190",""
"2016M11","New Taiwan dollar","National currency","Average","34.2800",""
"2016M11","New Taiwan dollar","National currency","Value at the end of the period","33.8790",""
"2016M11","US dollar","National currency","Average","1.0799",""
"2016M11","US dollar","National currency","Value at the end of the period","1.0635",""
"2016M11","South African rand","National currency","Average","15.0351",""
"2016M11","South African rand","National currency","Value at the end of the period","14.8895",""
"2016M12","Bulgarian lev","National currency","Average","1.9558",""
"2016M12","Bulgarian lev","National currency","Value at the end of the period","1.9558",""
"2016M12","Czech koruna","National currency","Average","27.031",""
"2016M12","Czech koruna","National currency","Value at the end of the period","27.021",""
"2016M12","Danish krone","National currency","Average","7.4362",""
"2016M12","Danish krone","National currency","Value at the end of the period","7.4344",""
"2016M12","Croatian kuna","National currency","Average","7.54040",""
"2016M12","Croatian kuna","National currency","Value at the end of the period","7.55970",""
"2016M12","Hungarian forint","National currency","Average","312.24",""
"2016M12","Hungarian forint","National currency","Value at the end of the period","309.83",""
"2016M12","Polish zloty","National currency","Average","4.4357",""
"2016M12","Polish zloty","National currency","Value at the end of the period","4.4103",""
"2016M12","Romanian leu","National currency","Average","4.5164",""
"2016M12","Romanian leu","National currency","Value at the end of the period","4.5390",""
"2016M12","Swedish krona","National currency","Average","9.7095",""
"2016M12","Swedish krona","National currency","Value at the end of the period","9.5525",""
"2016M12","Pound sterling","National currency","Average","0.84441",""
"2016M12","Pound sterling","National currency","Value at the end of the period","0.85618",""
"2016M12","Swiss franc","National currency","Average","1.0750",""
"2016M12","Swiss franc","National currency","Value at the end of the period","1.0739",""
"2016M12","Icelandic krona","National currency","Average","118.75",""
"2016M12","Icelandic krona","National currency","Value at the end of the period","119.13",""
"2016M12","Norwegian krone","National currency","Average","9.0252",""
"2016M12","Norwegian krone","National currency","Value at the end of the period","9.0863",""
"2016M12","Albanian lek","National currency","Average","135.27",""
"2016M12","Albanian lek","National currency","Value at the end of the period","135.23",""
"2016M12","Denar (of North Macedonia)","National currency","Average","61.4830",""
"2016M12","Denar (of North Macedonia)","National currency","Value at the end of the period","61.4791",""
"2016M12","Serbian dinar","National currency","Average","123.4187",""
"2016M12","Serbian dinar","National currency","Value at the end of the period","123.4723",""
"2016M12","Turkish lira","National currency","Average","3.6917",""
"2016M12","Turkish lira","National currency","Value at the end of the period","3.7072",""
"2016M12","Argentine peso","National currency","Average","16.7375",""
"2016M12","Argentine peso","National currency","Value at the end of the period","16.7918",""
"2016M12","Australian dollar","National currency","Average","1.4356",""
"2016M12","Australian dollar","National currency","Value at the end of the period","1.4596",""
"2016M12","Bosnia and Herzegovina convertible mark","National currency","Average","1.95583",""
"2016M12","Bosnia and Herzegovina convertible mark","National currency","Value at the end of the period","1.95583",""
"2016M12","Brazilian real","National currency","Average","3.5405",""
"2016M12","Brazilian real","National currency","Value at the end of the period","3.4305",""
"2016M12","Canadian dollar","National currency","Average","1.4070",""
"2016M12","Canadian dollar","National currency","Value at the end of the period","1.4188",""
"2016M12","Chinese renminbi-yuan","National currency","Average","7.2983",""
"2016M12","Chinese renminbi-yuan","National currency","Value at the end of the period","7.3202",""
"2016M12","Hong Kong dollar","National currency","Average","8.1802",""
"2016M12","Hong Kong dollar","National currency","Value at the end of the period","8.1751",""
"2016M12","Indonesian rupiah","National currency","Average","14,135.71",""
"2016M12","Indonesian rupiah","National currency","Value at the end of the period","14,173.43",""
"2016M12","Israeli shekel","National currency","Average","4.0401",""
"2016M12","Israeli shekel","National currency","Value at the end of the period","4.0477",""
"2016M12","Indian rupee","National currency","Average","71.5390",""
"2016M12","Indian rupee","National currency","Value at the end of the period","71.5935",""
"2016M12","Japanese yen","National currency","Average","122.39",""
"2016M12","Japanese yen","National currency","Value at the end of the period","123.40",""
"2016M12","South Korean won","National currency","Average","1,248.48",""
"2016M12","South Korean won","National currency","Value at the end of the period","1,269.36",""
"2016M12","Mexican peso","National currency","Average","21.6189",""
"2016M12","Mexican peso","National currency","Value at the end of the period","21.7719",""
"2016M12","Malaysian ringgit","National currency","Average","4.7013",""
"2016M12","Malaysian ringgit","National currency","Value at the end of the period","4.7287",""
"2016M12","New Zealand dollar","National currency","Average","1.4982",""
"2016M12","New Zealand dollar","National currency","Value at the end of the period","1.5158",""
"2016M12","Philippine peso","National currency","Average","52.493",""
"2016M12","Philippine peso","National currency","Value at the end of the period","52.268",""
"2016M12","Russian rouble","National currency","Average","65.3781",""
"2016M12","Russian rouble","National currency","Value at the end of the period","64.3000",""
"2016M12","Singapore dollar","National currency","Average","1.5137",""
"2016M12","Singapore dollar","National currency","Value at the end of the period","1.5234",""
"2016M12","Thai baht","National currency","Average","37.7302",""
"2016M12","Thai baht","National currency","Value at the end of the period","37.7260",""
"2016M12","New Taiwan dollar","National currency","Average","33.7480",""
"2016M12","New Taiwan dollar","National currency","Value at the end of the period","34.1770",""
"2016M12","US dollar","National currency","Average","1.0543",""
"2016M12","US dollar","National currency","Value at the end of the period","1.0541",""
"2016M12","South African rand","National currency","Average","14.6142",""
"2016M12","South African rand","National currency","Value at the end of the period","14.4570",""
"2017M01","Bulgarian lev","National currency","Average","1.9558",""
"2017M01","Bulgarian lev","National currency","Value at the end of the period","1.9558",""
"2017M01","Czech koruna","National currency","Average","27.021",""
"2017M01","Czech koruna","National currency","Value at the end of the period","27.021",""
"2017M01","Danish krone","National currency","Average","7.4355",""
"2017M01","Danish krone","National currency","Value at the end of the period","7.4373",""
"2017M01","Croatian kuna","National currency","Average","7.52990",""
"2017M01","Croatian kuna","National currency","Value at the end of the period","7.47900",""
"2017M01","Hungarian forint","National currency","Average","308.99",""
"2017M01","Hungarian forint","National currency","Value at the end of the period","310.64",""
"2017M01","Polish zloty","National currency","Average","4.3671",""
"2017M01","Polish zloty","National currency","Value at the end of the period","4.3239",""
"2017M01","Romanian leu","National currency","Average","4.5018",""
"2017M01","Romanian leu","National currency","Value at the end of the period","4.5030",""
"2017M01","Swedish krona","National currency","Average","9.5110",""
"2017M01","Swedish krona","National currency","Value at the end of the period","9.4505",""
"2017M01","Pound sterling","National currency","Average","0.86100",""
"2017M01","Pound sterling","National currency","Value at the end of the period","0.86105",""
"2017M01","Swiss franc","National currency","Average","1.0713",""
"2017M01","Swiss franc","National currency","Value at the end of the period","1.0668",""
"2017M01","Icelandic krona","National currency","Average","121.44",""
"2017M01","Icelandic krona","National currency","Value at the end of the period","124.35",""
"2017M01","Norwegian krone","National currency","Average","8.9990",""
"2017M01","Norwegian krone","National currency","Value at the end of the period","8.8880",""
"2017M01","Albanian lek","National currency","Average","136.57",""
"2017M01","Albanian lek","National currency","Value at the end of the period","136.39",""
"2017M01","Denar (of North Macedonia)","National currency","Average","61.5408",""
"2017M01","Denar (of North Macedonia)","National currency","Value at the end of the period","61.6990",""
"2017M01","Serbian dinar","National currency","Average","123.8002",""
"2017M01","Serbian dinar","National currency","Value at the end of the period","123.9595",""
"2017M01","Turkish lira","National currency","Average","3.9869",""
"2017M01","Turkish lira","National currency","Value at the end of the period","4.0632",""
"2017M01","Argentine peso","National currency","Average","16.8795",""
"2017M01","Argentine peso","National currency","Value at the end of the period","17.1139",""
"2017M01","Australian dollar","National currency","Average","1.4252",""
"2017M01","Australian dollar","National currency","Value at the end of the period","1.4198",""
"2017M01","Bosnia and Herzegovina convertible mark","National currency","Average","1.95583",""
"2017M01","Bosnia and Herzegovina convertible mark","National currency","Value at the end of the period","1.95583",""
"2017M01","Brazilian real","National currency","Average","3.3929",""
"2017M01","Brazilian real","National currency","Value at the end of the period","3.3535",""
"2017M01","Canadian dollar","National currency","Average","1.4032",""
"2017M01","Canadian dollar","National currency","Value at the end of the period","1.4056",""
"2017M01","Chinese renminbi-yuan","National currency","Average","7.3189",""
"2017M01","Chinese renminbi-yuan","National currency","Value at the end of the period","7.3970",""
"2017M01","Hong Kong dollar","National currency","Average","8.2332",""
"2017M01","Hong Kong dollar","National currency","Value at the end of the period","8.3436",""
"2017M01","Indonesian rupiah","National currency","Average","14,181.25",""
"2017M01","Indonesian rupiah","National currency","Value at the end of the period","14,363.56",""
"2017M01","Israeli shekel","National currency","Average","4.0543",""
"2017M01","Israeli shekel","National currency","Value at the end of the period","4.0575",""
"2017M01","Indian rupee","National currency","Average","72.2823",""
"2017M01","Indian rupee","National currency","Value at the end of the period","72.8005",""
"2017M01","Japanese yen","National currency","Average","122.14",""
"2017M01","Japanese yen","National currency","Value at the end of the period","121.94",""
"2017M01","South Korean won","National currency","Average","1,254.41",""
"2017M01","South Korean won","National currency","Value at the end of the period","1,244.76",""
"2017M01","Mexican peso","National currency","Average","22.6576",""
"2017M01","Mexican peso","National currency","Value at the end of the period","22.2855",""
"2017M01","Malaysian ringgit","National currency","Average","4.7318",""
"2017M01","Malaysian ringgit","National currency","Value at the end of the period","4.7608",""
"2017M01","New Zealand dollar","National currency","Average","1.4923",""
"2017M01","New Zealand dollar","National currency","Value at the end of the period","1.4709",""
"2017M01","Philippine peso","National currency","Average","52.800",""
"2017M01","Philippine peso","National currency","Value at the end of the period","53.489",""
"2017M01","Russian rouble","National currency","Average","63.4978",""
"2017M01","Russian rouble","National currency","Value at the end of the period","64.4302",""
"2017M01","Singapore dollar","National currency","Average","1.5175",""
"2017M01","Singapore dollar","National currency","Value at the end of the period","1.5201",""
"2017M01","Thai baht","National currency","Average","37.6448",""
"2017M01","Thai baht","National currency","Value at the end of the period","37.7930",""
"2017M01","New Taiwan dollar","National currency","Average","33.6440",""
"2017M01","New Taiwan dollar","National currency","Value at the end of the period","33.5930",""
"2017M01","US dollar","National currency","Average","1.0614",""
"2017M01","US dollar","National currency","Value at the end of the period","1.0755",""
"2017M01","South African rand","National currency","Average","14.4012",""
"2017M01","South African rand","National currency","Value at the end of the period","14.4440",""
"2017M02","Bulgarian lev","National currency","Average","1.9558",""
"2017M02","Bulgarian lev","National currency","Value at the end of the period","1.9558",""
"2017M02","Czech koruna","National currency","Average","27.021",""
"2017M02","Czech koruna","National currency","Value at the end of the period","27.021",""
"2017M02","Danish krone","National currency","Average","7.4348",""
"2017M02","Danish krone","National currency","Value at the end of the period","7.4332",""
"2017M02","Croatian kuna","National currency","Average","7.44760",""
"2017M02","Croatian kuna","National currency","Value at the end of the period","7.43650",""
"2017M02","Hungarian forint","National currency","Average","308.50",""
"2017M02","Hungarian forint","National currency","Value at the end of the period","308.25",""
"2017M02","Polish zloty","National currency","Average","4.3081",""
"2017M02","Polish zloty","National currency","Value at the end of the period","4.3148",""
"2017M02","Romanian leu","National currency","Average","4.5136",""
"2017M02","Romanian leu","National currency","Value at the end of the period","4.5202",""
"2017M02","Swedish krona","National currency","Average","9.4762",""
"2017M02","Swedish krona","National currency","Value at the end of the period","9.5675",""
"2017M02","Pound sterling","National currency","Average","0.85273",""
"2017M02","Pound sterling","National currency","Value at the end of the period","0.85305",""
"2017M02","Swiss franc","National currency","Average","1.0660",""
"2017M02","Swiss franc","National currency","Value at the end of the period","1.0648",""
"2017M02","Icelandic krona","National currency","Average","118.68",""
"2017M02","Icelandic krona","National currency","Value at the end of the period","113.12",""
"2017M02","Norwegian krone","National currency","Average","8.8603",""
"2017M02","Norwegian krone","National currency","Value at the end of the period","8.8693",""
"2017M02","Albanian lek","National currency","Average","135.59",""
"2017M02","Albanian lek","National currency","Value at the end of the period","135.08",""
"2017M02","Denar (of North Macedonia)","National currency","Average","61.5802",""
"2017M02","Denar (of North Macedonia)","National currency","Value at the end of the period","61.5150",""
"2017M02","Serbian dinar","National currency","Average","123.9417",""
"2017M02","Serbian dinar","National currency","Value at the end of the period","123.9124",""
"2017M02","Turkish lira","National currency","Average","3.9011",""
"2017M02","Turkish lira","National currency","Value at the end of the period","3.8391",""
"2017M02","Argentine peso","National currency","Average","16.6116",""
"2017M02","Argentine peso","National currency","Value at the end of the period","16.3989",""
"2017M02","Australian dollar","National currency","Average","1.3886",""
"2017M02","Australian dollar","National currency","Value at the end of the period","1.3807",""
"2017M02","Bosnia and Herzegovina convertible mark","National currency","Average","1.95583",""
"2017M02","Bosnia and Herzegovina convertible mark","National currency","Value at the end of the period","1.95583",""
"2017M02","Brazilian real","National currency","Average","3.3022",""
"2017M02","Brazilian real","National currency","Value at the end of the period","3.2810",""
"2017M02","Canadian dollar","National currency","Average","1.3942",""
"2017M02","Canadian dollar","National currency","Value at the end of the period","1.3984",""
"2017M02","Chinese renminbi-yuan","National currency","Average","7.3143",""
"2017M02","Chinese renminbi-yuan","National currency","Value at the end of the period","7.2780",""
"2017M02","Hong Kong dollar","National currency","Average","8.2586",""
"2017M02","Hong Kong dollar","National currency","Value at the end of the period","8.2252",""
"2017M02","Indonesian rupiah","National currency","Average","14,186.74",""
"2017M02","Indonesian rupiah","National currency","Value at the end of the period","14,132.16",""
"2017M02","Israeli shekel","National currency","Average","3.9672",""
"2017M02","Israeli shekel","National currency","Value at the end of the period","3.8782",""
"2017M02","Indian rupee","National currency","Average","71.2908",""
"2017M02","Indian rupee","National currency","Value at the end of the period","70.6290",""
"2017M02","Japanese yen","National currency","Average","120.17",""
"2017M02","Japanese yen","National currency","Value at the end of the period","118.83",""
"2017M02","South Korean won","National currency","Average","1,215.92",""
"2017M02","South Korean won","National currency","Value at the end of the period","1,194.24",""
"2017M02","Mexican peso","National currency","Average","21.6027",""
"2017M02","Mexican peso","National currency","Value at the end of the period","21.0800",""
"2017M02","Malaysian ringgit","National currency","Average","4.7283",""
"2017M02","Malaysian ringgit","National currency","Value at the end of the period","4.7051",""
"2017M02","New Zealand dollar","National currency","Average","1.4733",""
"2017M02","New Zealand dollar","National currency","Value at the end of the period","1.4707",""
"2017M02","Philippine peso","National currency","Average","53.208",""
"2017M02","Philippine peso","National currency","Value at the end of the period","53.258",""
"2017M02","Russian rouble","National currency","Average","62.1520",""
"2017M02","Russian rouble","National currency","Value at the end of the period","61.7550",""
"2017M02","Singapore dollar","National currency","Average","1.5055",""
"2017M02","Singapore dollar","National currency","Value at the end of the period","1.4831",""
"2017M02","Thai baht","National currency","Average","37.2583",""
"2017M02","Thai baht","National currency","Value at the end of the period","36.9520",""
"2017M02","New Taiwan dollar","National currency","Average","32.8590",""
"2017M02","New Taiwan dollar","National currency","Value at the end of the period","32.4580",""
"2017M02","US dollar","National currency","Average","1.0643",""
"2017M02","US dollar","National currency","Value at the end of the period","1.0597",""
"2017M02","South African rand","National currency","Average","14.0389",""
"2017M02","South African rand","National currency","Value at the end of the period","13.7910",""
"2017M03","Bulgarian lev","National currency","Average","1.9558",""
"2017M03","Bulgarian lev","National currency","Value at the end of the period","1.9558",""
"2017M03","Czech koruna","National currency","Average","27.021",""
"2017M03","Czech koruna","National currency","Value at the end of the period","27.030",""
"2017M03","Danish krone","National currency","Average","7.4356",""
"2017M03","Danish krone","National currency","Value at the end of the period","7.4379",""
"2017M03","Croatian kuna","National currency","Average","7.42310",""
"2017M03","Croatian kuna","National currency","Value at the end of the period","7.44650",""
"2017M03","Hungarian forint","National currency","Average","309.71",""
"2017M03","Hungarian forint","National currency","Value at the end of the period","307.62",""
"2017M03","Polish zloty","National currency","Average","4.2871",""
"2017M03","Polish zloty","National currency","Value at the end of the period","4.2265",""
"2017M03","Romanian leu","National currency","Average","4.5476",""
"2017M03","Romanian leu","National currency","Value at the end of the period","4.5525",""
"2017M03","Swedish krona","National currency","Average","9.5279",""
"2017M03","Swedish krona","National currency","Value at the end of the period","9.5322",""
"2017M03","Pound sterling","National currency","Average","0.86560",""
"2017M03","Pound sterling","National currency","Value at the end of the period","0.85553",""
"2017M03","Swiss franc","National currency","Average","1.0706",""
"2017M03","Swiss franc","National currency","Value at the end of the period","1.0696",""
"2017M03","Icelandic krona","National currency","Average","117.12",""
"2017M03","Icelandic krona","National currency","Value at the end of the period","120.77",""
"2017M03","Norwegian krone","National currency","Average","9.0919",""
"2017M03","Norwegian krone","National currency","Value at the end of the period","9.1683",""
"2017M03","Albanian lek","National currency","Average","135.38",""
"2017M03","Albanian lek","National currency","Value at the end of the period","136.13",""
"2017M03","Denar (of North Macedonia)","National currency","Average","61.5729",""
"2017M03","Denar (of North Macedonia)","National currency","Value at the end of the period","61.6939",""
"2017M03","Serbian dinar","National currency","Average","123.8934",""
"2017M03","Serbian dinar","National currency","Value at the end of the period","123.9679",""
"2017M03","Turkish lira","National currency","Average","3.9228",""
"2017M03","Turkish lira","National currency","Value at the end of the period","3.8894",""
"2017M03","Argentine peso","National currency","Average","16.5991",""
"2017M03","Argentine peso","National currency","Value at the end of the period","16.4871",""
"2017M03","Australian dollar","National currency","Average","1.4018",""
"2017M03","Australian dollar","National currency","Value at the end of the period","1.3982",""
"2017M03","Bosnia and Herzegovina convertible mark","National currency","Average","1.95583",""
"2017M03","Bosnia and Herzegovina convertible mark","National currency","Value at the end of the period","1.95583",""
"2017M03","Brazilian real","National currency","Average","3.3413",""
"2017M03","Brazilian real","National currency","Value at the end of the period","3.3800",""
"2017M03","Canadian dollar","National currency","Average","1.4306",""
"2017M03","Canadian dollar","National currency","Value at the end of the period","1.4265",""
"2017M03","Chinese renminbi-yuan","National currency","Average","7.3692",""
"2017M03","Chinese renminbi-yuan","National currency","Value at the end of the period","7.3642",""
"2017M03","Hong Kong dollar","National currency","Average","8.2984",""
"2017M03","Hong Kong dollar","National currency","Value at the end of the period","8.3074",""
"2017M03","Indonesian rupiah","National currency","Average","14,255.46",""
"2017M03","Indonesian rupiah","National currency","Value at the end of the period","14,237.94",""
"2017M03","Israeli shekel","National currency","Average","3.9012",""
"2017M03","Israeli shekel","National currency","Value at the end of the period","3.8853",""
"2017M03","Indian rupee","National currency","Average","70.3238",""
"2017M03","Indian rupee","National currency","Value at the end of the period","69.3965",""
"2017M03","Japanese yen","National currency","Average","120.68",""
"2017M03","Japanese yen","National currency","Value at the end of the period","119.55",""
"2017M03","South Korean won","National currency","Average","1,211.23",""
"2017M03","South Korean won","National currency","Value at the end of the period","1,194.54",""
"2017M03","Mexican peso","National currency","Average","20.6333",""
"2017M03","Mexican peso","National currency","Value at the end of the period","20.0175",""
"2017M03","Malaysian ringgit","National currency","Average","4.7413",""
"2017M03","Malaysian ringgit","National currency","Value at the end of the period","4.7313",""
"2017M03","New Zealand dollar","National currency","Average","1.5255",""
"2017M03","New Zealand dollar","National currency","Value at the end of the period","1.5309",""
"2017M03","Philippine peso","National currency","Average","53.683",""
"2017M03","Philippine peso","National currency","Value at the end of the period","53.658",""
"2017M03","Russian rouble","National currency","Average","61.9097",""
"2017M03","Russian rouble","National currency","Value at the end of the period","60.3130",""
"2017M03","Singapore dollar","National currency","Average","1.5013",""
"2017M03","Singapore dollar","National currency","Value at the end of the period","1.4940",""
"2017M03","Thai baht","National currency","Average","37.2597",""
"2017M03","Thai baht","National currency","Value at the end of the period","36.7240",""
"2017M03","New Taiwan dollar","National currency","Average","32.7460",""
"2017M03","New Taiwan dollar","National currency","Value at the end of the period","32.4900",""
"2017M03","US dollar","National currency","Average","1.0685",""
"2017M03","US dollar","National currency","Value at the end of the period","1.0691",""
"2017M03","South African rand","National currency","Average","13.8125",""
"2017M03","South African rand","National currency","Value at the end of the period","14.2404",""
"2017M04","Bulgarian lev","National currency","Average","1.9558",""
"2017M04","Bulgarian lev","National currency","Value at the end of the period","1.9558",""
"2017M04","Czech koruna","National currency","Average","26.823",""
"2017M04","Czech koruna","National currency","Value at the end of the period","26.922",""
"2017M04","Danish krone","National currency","Average","7.4376",""
"2017M04","Danish krone","National currency","Value at the end of the period","7.4383",""
"2017M04","Croatian kuna","National currency","Average","7.45030",""
"2017M04","Croatian kuna","National currency","Value at the end of the period","7.46400",""
"2017M04","Hungarian forint","National currency","Average","311.57",""
"2017M04","Hungarian forint","National currency","Value at the end of the period","312.38",""
"2017M04","Polish zloty","National currency","Average","4.2374",""
"2017M04","Polish zloty","National currency","Value at the end of the period","4.2224",""
"2017M04","Romanian leu","National currency","Average","4.5291",""
