"TIME","CURRENCY","UNIT","STATINFO","Value","Flag and Footnotes"
"2008M03","Pound sterling","National currency","Average","0.77494",""
"2008M03","Pound sterling","National currency","Value at the end of the period","0.79580",""
"2008M03","Swiss franc","National currency","Average","1.5720",""
"2008M03","Swiss franc","National currency","Value at the end of the period","1.5738",""
"2008M03","Icelandic krona","National currency","Average","112.08",""
"2008M03","Icelandic krona","National currency","Value at the end of the period","119.58",""
"2008M03","Norwegian krone","National currency","Average","7.9717",""
"2008M03","Norwegian krone","National currency","Value at the end of the period","8.0510",""
"2008M03","Albanian lek","National currency","Average","124.59",""
"2008M03","Albanian lek","National currency","Value at the end of the period","123.70",""
"2008M03","Denar (of North Macedonia)","National currency","Average","61.2119",""
"2008M03","Denar (of North Macedonia)","National currency","Value at the end of the period","61.2664",""
"2008M03","Serbian dinar","National currency","Average","83.1319",""
"2008M03","Serbian dinar","National currency","Value at the end of the period","82.3146",""
"2008M03","Turkish lira","National currency","Average","1.9309",""
"2008M03","Turkish lira","National currency","Value at the end of the period","2.0675",""
"2008M03","Argentine peso","National currency","Average","4.9005",""
"2008M03","Argentine peso","National currency","Value at the end of the period","5.0000",""
"2008M03","Australian dollar","National currency","Average","1.6763",""
"2008M03","Australian dollar","National currency","Value at the end of the period","1.7334",""
"2008M03","Bosnia and Herzegovina convertible mark","National currency","Average","1.95583",""
"2008M03","Bosnia and Herzegovina convertible mark","National currency","Value at the end of the period","1.95583",""
"2008M03","Brazilian real","National currency","Average","2.6445",""
"2008M03","Brazilian real","National currency","Value at the end of the period","2.7554",""
"2008M03","Canadian dollar","National currency","Average","1.5519",""
"2008M03","Canadian dollar","National currency","Value at the end of the period","1.6226",""
"2008M03","Chinese renminbi-yuan","National currency","Average","10.9833",""
"2008M03","Chinese renminbi-yuan","National currency","Value at the end of the period","11.0874",""
"2008M03","Hong Kong dollar","National currency","Average","12.0832",""
"2008M03","Hong Kong dollar","National currency","Value at the end of the period","12.3075",""
"2008M03","Indonesian rupiah","National currency","Average","14,241.09",""
"2008M03","Indonesian rupiah","National currency","Value at the end of the period","14,570.76",""
"2008M03","Israeli shekel","National currency","Average","5.4478",""
"2008M03","Israeli shekel","National currency","Value at the end of the period","5.6214",""
"2008M03","Indian rupee","National currency","Average","62.3968",""
"2008M03","Indian rupee","National currency","Value at the end of the period","63.2800",""
"2008M03","Japanese yen","National currency","Average","156.59",""
"2008M03","Japanese yen","National currency","Value at the end of the period","157.37",""
"2008M03","South Korean won","National currency","Average","1,523.14",""
"2008M03","South Korean won","National currency","Value at the end of the period","1,566.97",""
"2008M03","Mexican peso","National currency","Average","16.6678",""
"2008M03","Mexican peso","National currency","Value at the end of the period","16.8983",""
"2008M03","Malaysian ringgit","National currency","Average","4.9455",""
"2008M03","Malaysian ringgit","National currency","Value at the end of the period","5.0575",""
"2008M03","New Zealand dollar","National currency","Average","1.9344",""
"2008M03","New Zealand dollar","National currency","Value at the end of the period","2.0079",""
"2008M03","Philippine peso","National currency","Average","64.031",""
"2008M03","Philippine peso","National currency","Value at the end of the period","65.715",""
"2008M03","Russian rouble","National currency","Average","36.8259",""
"2008M03","Russian rouble","National currency","Value at the end of the period","37.1130",""
"2008M03","Singapore dollar","National currency","Average","2.1489",""
"2008M03","Singapore dollar","National currency","Value at the end of the period","2.1819",""
"2008M03","Thai baht","National currency","Average","48.8479",""
"2008M03","Thai baht","National currency","Value at the end of the period","49.7840",""
"2008M03","New Taiwan dollar","National currency","Average","47.5320",""
"2008M03","New Taiwan dollar","National currency","Value at the end of the period","48.0370",""
"2008M03","US dollar","National currency","Average","1.5527",""
"2008M03","US dollar","National currency","Value at the end of the period","1.5812",""
"2008M03","South African rand","National currency","Average","12.3712",""
"2008M03","South African rand","National currency","Value at the end of the period","12.8118",""
"2008M04","Bulgarian lev","National currency","Average","1.9558",""
"2008M04","Bulgarian lev","National currency","Value at the end of the period","1.9558",""
"2008M04","Czech koruna","National currency","Average","25.064",""
"2008M04","Czech koruna","National currency","Value at the end of the period","25.205",""
"2008M04","Danish krone","National currency","Average","7.4603",""
"2008M04","Danish krone","National currency","Value at the end of the period","7.4620",""
"2008M04","Croatian kuna","National currency","Average","7.26540",""
"2008M04","Croatian kuna","National currency","Value at the end of the period","7.26810",""
"2008M04","Hungarian forint","National currency","Average","253.75",""
"2008M04","Hungarian forint","National currency","Value at the end of the period","253.32",""
"2008M04","Polish zloty","National currency","Average","3.4421",""
"2008M04","Polish zloty","National currency","Value at the end of the period","3.4515",""
"2008M04","Romanian leu","National currency","Average","3.6428",""
"2008M04","Romanian leu","National currency","Value at the end of the period","3.6790",""
"2008M04","Swedish krona","National currency","Average","9.3699",""
"2008M04","Swedish krona","National currency","Value at the end of the period","9.3575",""
"2008M04","Pound sterling","National currency","Average","0.79487",""
"2008M04","Pound sterling","National currency","Value at the end of the period","0.79015",""
"2008M04","Swiss franc","National currency","Average","1.5964",""
"2008M04","Swiss franc","National currency","Value at the end of the period","1.6147",""
"2008M04","Icelandic krona","National currency","Average","116.65",""
"2008M04","Icelandic krona","National currency","Value at the end of the period","115.88",""
"2008M04","Norwegian krone","National currency","Average","7.9629",""
"2008M04","Norwegian krone","National currency","Value at the end of the period","7.9740",""
"2008M04","Albanian lek","National currency","Average","122.68",""
"2008M04","Albanian lek","National currency","Value at the end of the period","122.75",""
"2008M04","Denar (of North Macedonia)","National currency","Average","61.3658",""
"2008M04","Denar (of North Macedonia)","National currency","Value at the end of the period","61.3856",""
"2008M04","Serbian dinar","National currency","Average","81.0287",""
"2008M04","Serbian dinar","National currency","Value at the end of the period","80.1295",""
"2008M04","Turkish lira","National currency","Average","2.0500",""
"2008M04","Turkish lira","National currency","Value at the end of the period","2.0030",""
"2008M04","Argentine peso","National currency","Average","4.9873",""
"2008M04","Argentine peso","National currency","Value at the end of the period","4.9200",""
"2008M04","Australian dollar","National currency","Average","1.6933",""
"2008M04","Australian dollar","National currency","Value at the end of the period","1.6614",""
"2008M04","Bosnia and Herzegovina convertible mark","National currency","Average","1.95583",""
"2008M04","Bosnia and Herzegovina convertible mark","National currency","Value at the end of the period","1.95583",""
"2008M04","Brazilian real","National currency","Average","2.6602",""
"2008M04","Brazilian real","National currency","Value at the end of the period","2.6430",""
"2008M04","Canadian dollar","National currency","Average","1.5965",""
"2008M04","Canadian dollar","National currency","Value at the end of the period","1.5689",""
"2008M04","Chinese renminbi-yuan","National currency","Average","11.0237",""
"2008M04","Chinese renminbi-yuan","National currency","Value at the end of the period","10.8586",""
"2008M04","Hong Kong dollar","National currency","Average","12.2728",""
"2008M04","Hong Kong dollar","National currency","Value at the end of the period","12.1127",""
"2008M04","Indonesian rupiah","National currency","Average","14,497.21",""
"2008M04","Indonesian rupiah","National currency","Value at the end of the period","14,330.99",""
"2008M04","Israeli shekel","National currency","Average","5.5462",""
"2008M04","Israeli shekel","National currency","Value at the end of the period","5.3439",""
"2008M04","Indian rupee","National currency","Average","62.9946",""
"2008M04","Indian rupee","National currency","Value at the end of the period","62.9240",""
"2008M04","Japanese yen","National currency","Average","161.56",""
"2008M04","Japanese yen","National currency","Value at the end of the period","162.62",""
"2008M04","South Korean won","National currency","Average","1,555.98",""
"2008M04","South Korean won","National currency","Value at the end of the period","1,562.55",""
"2008M04","Mexican peso","National currency","Average","16.5608",""
"2008M04","Mexican peso","National currency","Value at the end of the period","16.3597",""
"2008M04","Malaysian ringgit","National currency","Average","4.9819",""
"2008M04","Malaysian ringgit","National currency","Value at the end of the period","4.9091",""
"2008M04","New Zealand dollar","National currency","Average","1.9960",""
"2008M04","New Zealand dollar","National currency","Value at the end of the period","1.9992",""
"2008M04","Philippine peso","National currency","Average","65.790",""
"2008M04","Philippine peso","National currency","Value at the end of the period","65.610",""
"2008M04","Russian rouble","National currency","Average","37.0494",""
"2008M04","Russian rouble","National currency","Value at the end of the period","36.8320",""
"2008M04","Singapore dollar","National currency","Average","2.1493",""
"2008M04","Singapore dollar","National currency","Value at the end of the period","2.1149",""
"2008M04","Thai baht","National currency","Average","49.7520",""
"2008M04","Thai baht","National currency","Value at the end of the period","49.2150",""
"2008M04","New Taiwan dollar","National currency","Average","47.7980",""
"2008M04","New Taiwan dollar","National currency","Value at the end of the period","47.3520",""
"2008M04","US dollar","National currency","Average","1.5751",""
"2008M04","US dollar","National currency","Value at the end of the period","1.5540",""
"2008M04","South African rand","National currency","Average","12.2729",""
"2008M04","South African rand","National currency","Value at the end of the period","11.8205",""
"2008M05","Bulgarian lev","National currency","Average","1.9558",""
"2008M05","Bulgarian lev","National currency","Value at the end of the period","1.9558",""
"2008M05","Czech koruna","National currency","Average","25.100",""
"2008M05","Czech koruna","National currency","Value at the end of the period","25.088",""
"2008M05","Danish krone","National currency","Average","7.4609",""
"2008M05","Danish krone","National currency","Value at the end of the period","7.4588",""
"2008M05","Croatian kuna","National currency","Average","7.25390",""
"2008M05","Croatian kuna","National currency","Value at the end of the period","7.24980",""
"2008M05","Hungarian forint","National currency","Average","247.69",""
"2008M05","Hungarian forint","National currency","Value at the end of the period","241.33",""
"2008M05","Polish zloty","National currency","Average","3.4038",""
"2008M05","Polish zloty","National currency","Value at the end of the period","3.3749",""
"2008M05","Romanian leu","National currency","Average","3.6583",""
"2008M05","Romanian leu","National currency","Value at the end of the period","3.6256",""
"2008M05","Swedish krona","National currency","Average","9.3106",""
"2008M05","Swedish krona","National currency","Value at the end of the period","9.3280",""
"2008M05","Pound sterling","National currency","Average","0.79209",""
"2008M05","Pound sterling","National currency","Value at the end of the period","0.78600",""
"2008M05","Swiss franc","National currency","Average","1.6247",""
"2008M05","Swiss franc","National currency","Value at the end of the period","1.6276",""
"2008M05","Icelandic krona","National currency","Average","117.46",""
"2008M05","Icelandic krona","National currency","Value at the end of the period","115.53",""
"2008M05","Norwegian krone","National currency","Average","7.8648",""
"2008M05","Norwegian krone","National currency","Value at the end of the period","7.9080",""
"2008M05","Albanian lek","National currency","Average","122.08",""
"2008M05","Albanian lek","National currency","Value at the end of the period","122.01",""
"2008M05","Denar (of North Macedonia)","National currency","Average","61.2234",""
"2008M05","Denar (of North Macedonia)","National currency","Value at the end of the period","61.1672",""
"2008M05","Serbian dinar","National currency","Average","82.0189",""
"2008M05","Serbian dinar","National currency","Value at the end of the period","82.4302",""
"2008M05","Turkish lira","National currency","Average","1.9408",""
"2008M05","Turkish lira","National currency","Value at the end of the period","1.8834",""
"2008M05","Argentine peso","National currency","Average","4.9057",""
"2008M05","Argentine peso","National currency","Value at the end of the period","4.8200",""
"2008M05","Australian dollar","National currency","Average","1.6382",""
"2008M05","Australian dollar","National currency","Value at the end of the period","1.6212",""
"2008M05","Bosnia and Herzegovina convertible mark","National currency","Average","1.95583",""
"2008M05","Bosnia and Herzegovina convertible mark","National currency","Value at the end of the period","1.95583",""
"2008M05","Brazilian real","National currency","Average","2.5824",""
"2008M05","Brazilian real","National currency","Value at the end of the period","2.5391",""
"2008M05","Canadian dollar","National currency","Average","1.5530",""
"2008M05","Canadian dollar","National currency","Value at the end of the period","1.5382",""
"2008M05","Chinese renminbi-yuan","National currency","Average","10.8462",""
"2008M05","Chinese renminbi-yuan","National currency","Value at the end of the period","10.7657",""
"2008M05","Hong Kong dollar","National currency","Average","12.1341",""
"2008M05","Hong Kong dollar","National currency","Value at the end of the period","12.1049",""
"2008M05","Indonesian rupiah","National currency","Average","14,436.99",""
"2008M05","Indonesian rupiah","National currency","Value at the end of the period","14,445.70",""
"2008M05","Israeli shekel","National currency","Average","5.2550",""
"2008M05","Israeli shekel","National currency","Value at the end of the period","5.0274",""
"2008M05","Indian rupee","National currency","Average","65.5590",""
"2008M05","Indian rupee","National currency","Value at the end of the period","65.8450",""
"2008M05","Japanese yen","National currency","Average","162.31",""
"2008M05","Japanese yen","National currency","Value at the end of the period","163.74",""
"2008M05","South Korean won","National currency","Average","1,613.18",""
"2008M05","South Korean won","National currency","Value at the end of the period","1,595.39",""
"2008M05","Mexican peso","National currency","Average","16.2402",""
"2008M05","Mexican peso","National currency","Value at the end of the period","16.0105",""
"2008M05","Malaysian ringgit","National currency","Average","5.0081",""
"2008M05","Malaysian ringgit","National currency","Value at the end of the period","5.0246",""
"2008M05","New Zealand dollar","National currency","Average","2.0011",""
"2008M05","New Zealand dollar","National currency","Value at the end of the period","1.9812",""
"2008M05","Philippine peso","National currency","Average","66.895",""
"2008M05","Philippine peso","National currency","Value at the end of the period","67.824",""
"2008M05","Russian rouble","National currency","Average","36.9042",""
"2008M05","Russian rouble","National currency","Value at the end of the period","36.8000",""
"2008M05","Singapore dollar","National currency","Average","2.1259",""
"2008M05","Singapore dollar","National currency","Value at the end of the period","2.1183",""
"2008M05","Thai baht","National currency","Average","49.9425",""
"2008M05","Thai baht","National currency","Value at the end of the period","50.4050",""
"2008M05","New Taiwan dollar","National currency","Average","47.6020",""
"2008M05","New Taiwan dollar","National currency","Value at the end of the period","47.1450",""
"2008M05","US dollar","National currency","Average","1.5557",""
"2008M05","US dollar","National currency","Value at the end of the period","1.5508",""
"2008M05","South African rand","National currency","Average","11.8696",""
"2008M05","South African rand","National currency","Value at the end of the period","11.8211",""
"2008M06","Bulgarian lev","National currency","Average","1.9558",""
"2008M06","Bulgarian lev","National currency","Value at the end of the period","1.9558",""
"2008M06","Czech koruna","National currency","Average","24.316",""
"2008M06","Czech koruna","National currency","Value at the end of the period","23.893",""
"2008M06","Danish krone","National currency","Average","7.4586",""
"2008M06","Danish krone","National currency","Value at the end of the period","7.4579",""
"2008M06","Croatian kuna","National currency","Average","7.24690",""
"2008M06","Croatian kuna","National currency","Value at the end of the period","7.23650",""
"2008M06","Hungarian forint","National currency","Average","242.42",""
"2008M06","Hungarian forint","National currency","Value at the end of the period","235.43",""
"2008M06","Polish zloty","National currency","Average","3.3736",""
"2008M06","Polish zloty","National currency","Value at the end of the period","3.3513",""
"2008M06","Romanian leu","National currency","Average","3.6556",""
"2008M06","Romanian leu","National currency","Value at the end of the period","3.6415",""
"2008M06","Swedish krona","National currency","Average","9.3739",""
"2008M06","Swedish krona","National currency","Value at the end of the period","9.4703",""
"2008M06","Pound sterling","National currency","Average","0.79152",""
"2008M06","Pound sterling","National currency","Value at the end of the period","0.79225",""
"2008M06","Swiss franc","National currency","Average","1.6139",""
"2008M06","Swiss franc","National currency","Value at the end of the period","1.6056",""
"2008M06","Icelandic krona","National currency","Average","123.28",""
"2008M06","Icelandic krona","National currency","Value at the end of the period","125.42",""
"2008M06","Norwegian krone","National currency","Average","7.9915",""
"2008M06","Norwegian krone","National currency","Value at the end of the period","8.0090",""
"2008M06","Albanian lek","National currency","Average","122.03",""
"2008M06","Albanian lek","National currency","Value at the end of the period","122.05",""
"2008M06","Denar (of North Macedonia)","National currency","Average","61.1721",""
"2008M06","Denar (of North Macedonia)","National currency","Value at the end of the period","61.1741",""
"2008M06","Serbian dinar","National currency","Average","80.2460",""
"2008M06","Serbian dinar","National currency","Value at the end of the period","78.9784",""
"2008M06","Turkish lira","National currency","Average","1.9206",""
"2008M06","Turkish lira","National currency","Value at the end of the period","1.9323",""
"2008M06","Argentine peso","National currency","Average","4.7414",""
"2008M06","Argentine peso","National currency","Value at the end of the period","4.7700",""
"2008M06","Australian dollar","National currency","Average","1.6343",""
"2008M06","Australian dollar","National currency","Value at the end of the period","1.6371",""
"2008M06","Bosnia and Herzegovina convertible mark","National currency","Average","1.95583",""
"2008M06","Bosnia and Herzegovina convertible mark","National currency","Value at the end of the period","1.95583",""
"2008M06","Brazilian real","National currency","Average","2.5185",""
"2008M06","Brazilian real","National currency","Value at the end of the period","2.5112",""
"2008M06","Canadian dollar","National currency","Average","1.5803",""
"2008M06","Canadian dollar","National currency","Value at the end of the period","1.5942",""
"2008M06","Chinese renminbi-yuan","National currency","Average","10.7287",""
"2008M06","Chinese renminbi-yuan","National currency","Value at the end of the period","10.8051",""
"2008M06","Hong Kong dollar","National currency","Average","12.1425",""
"2008M06","Hong Kong dollar","National currency","Value at the end of the period","12.2943",""
"2008M06","Indonesian rupiah","National currency","Average","14,445.41",""
"2008M06","Indonesian rupiah","National currency","Value at the end of the period","14,550.17",""
"2008M06","Israeli shekel","National currency","Average","5.2276",""
"2008M06","Israeli shekel","National currency","Value at the end of the period","5.2764",""
"2008M06","Indian rupee","National currency","Average","66.5632",""
"2008M06","Indian rupee","National currency","Value at the end of the period","67.6730",""
"2008M06","Japanese yen","National currency","Average","166.26",""
"2008M06","Japanese yen","National currency","Value at the end of the period","166.44",""
"2008M06","South Korean won","National currency","Average","1,604.95",""
"2008M06","South Korean won","National currency","Value at the end of the period","1,652.22",""
"2008M06","Mexican peso","National currency","Average","16.0617",""
"2008M06","Mexican peso","National currency","Value at the end of the period","16.2298",""
"2008M06","Malaysian ringgit","National currency","Average","5.0666",""
"2008M06","Malaysian ringgit","National currency","Value at the end of the period","5.1509",""
"2008M06","New Zealand dollar","National currency","Average","2.0424",""
"2008M06","New Zealand dollar","National currency","Value at the end of the period","2.0632",""
"2008M06","Philippine peso","National currency","Average","68.903",""
"2008M06","Philippine peso","National currency","Value at the end of the period","70.867",""
"2008M06","Russian rouble","National currency","Average","36.7723",""
"2008M06","Russian rouble","National currency","Value at the end of the period","36.9477",""
"2008M06","Singapore dollar","National currency","Average","2.1278",""
"2008M06","Singapore dollar","National currency","Value at the end of the period","2.1446",""
"2008M06","Thai baht","National currency","Average","51.6487",""
"2008M06","Thai baht","National currency","Value at the end of the period","52.7380",""
"2008M06","New Taiwan dollar","National currency","Average","47.2150",""
"2008M06","New Taiwan dollar","National currency","Value at the end of the period","47.8450",""
"2008M06","US dollar","National currency","Average","1.5553",""
"2008M06","US dollar","National currency","Value at the end of the period","1.5764",""
"2008M06","South African rand","National currency","Average","12.3467",""
"2008M06","South African rand","National currency","Value at the end of the period","12.3426",""
"2008M07","Bulgarian lev","National currency","Average","1.9558",""
"2008M07","Bulgarian lev","National currency","Value at the end of the period","1.9558",""
"2008M07","Czech koruna","National currency","Average","23.528",""
"2008M07","Czech koruna","National currency","Value at the end of the period","23.947",""
"2008M07","Danish krone","National currency","Average","7.4599",""
"2008M07","Danish krone","National currency","Value at the end of the period","7.4613",""
"2008M07","Croatian kuna","National currency","Average","7.22970",""
"2008M07","Croatian kuna","National currency","Value at the end of the period","7.22630",""
"2008M07","Hungarian forint","National currency","Average","231.82",""
"2008M07","Hungarian forint","National currency","Value at the end of the period","231.26",""
"2008M07","Polish zloty","National currency","Average","3.2591",""
"2008M07","Polish zloty","National currency","Value at the end of the period","3.2063",""
"2008M07","Romanian leu","National currency","Average","3.5764",""
"2008M07","Romanian leu","National currency","Value at the end of the period","3.5098",""
"2008M07","Swedish krona","National currency","Average","9.4566",""
"2008M07","Swedish krona","National currency","Value at the end of the period","9.4649",""
"2008M07","Pound sterling","National currency","Average","0.79308",""
"2008M07","Pound sterling","National currency","Value at the end of the period","0.78895",""
"2008M07","Swiss franc","National currency","Average","1.6193",""
"2008M07","Swiss franc","National currency","Value at the end of the period","1.6354",""
"2008M07","Icelandic krona","National currency","Average","123.61",""
"2008M07","Icelandic krona","National currency","Value at the end of the period","123.40",""
"2008M07","Norwegian krone","National currency","Average","8.0487",""
"2008M07","Norwegian krone","National currency","Value at the end of the period","8.0205",""
"2008M07","Albanian lek","National currency","Average","121.87",""
"2008M07","Albanian lek","National currency","Value at the end of the period","121.80",""
"2008M07","Denar (of North Macedonia)","National currency","Average","61.1835",""
"2008M07","Denar (of North Macedonia)","National currency","Value at the end of the period","61.1879",""
"2008M07","Serbian dinar","National currency","Average","78.3728",""
"2008M07","Serbian dinar","National currency","Value at the end of the period","76.9939",""
"2008M07","Turkish lira","National currency","Average","1.9128",""
"2008M07","Turkish lira","National currency","Value at the end of the period","1.8090",""
"2008M07","Argentine peso","National currency","Average","4.7648",""
"2008M07","Argentine peso","National currency","Value at the end of the period","4.7200",""
"2008M07","Australian dollar","National currency","Average","1.6386",""
"2008M07","Australian dollar","National currency","Value at the end of the period","1.6545",""
"2008M07","Bosnia and Herzegovina convertible mark","National currency","Average","1.95583",""
"2008M07","Bosnia and Herzegovina convertible mark","National currency","Value at the end of the period","1.95583",""
"2008M07","Brazilian real","National currency","Average","2.5097",""
"2008M07","Brazilian real","National currency","Value at the end of the period","2.4419",""
"2008M07","Canadian dollar","National currency","Average","1.5974",""
"2008M07","Canadian dollar","National currency","Value at the end of the period","1.5970",""
"2008M07","Chinese renminbi-yuan","National currency","Average","10.7809",""
"2008M07","Chinese renminbi-yuan","National currency","Value at the end of the period","10.6651",""
"2008M07","Hong Kong dollar","National currency","Average","12.3004",""
"2008M07","Hong Kong dollar","National currency","Value at the end of the period","12.1809",""
"2008M07","Indonesian rupiah","National currency","Average","14,442.77",""
"2008M07","Indonesian rupiah","National currency","Value at the end of the period","14,198.20",""
"2008M07","Israeli shekel","National currency","Average","5.3231",""
"2008M07","Israeli shekel","National currency","Value at the end of the period","5.4429",""
"2008M07","Indian rupee","National currency","Average","67.5111",""
"2008M07","Indian rupee","National currency","Value at the end of the period","66.3460",""
"2008M07","Japanese yen","National currency","Average","168.45",""
"2008M07","Japanese yen","National currency","Value at the end of the period","169.02",""
"2008M07","South Korean won","National currency","Average","1,604.58",""
"2008M07","South Korean won","National currency","Value at the end of the period","1,579.05",""
"2008M07","Mexican peso","National currency","Average","16.1119",""
"2008M07","Mexican peso","National currency","Value at the end of the period","15.6375",""
"2008M07","Malaysian ringgit","National currency","Average","5.1258",""
"2008M07","Malaysian ringgit","National currency","Value at the end of the period","5.0829",""
"2008M07","New Zealand dollar","National currency","Average","2.0900",""
"2008M07","New Zealand dollar","National currency","Value at the end of the period","2.1296",""
"2008M07","Philippine peso","National currency","Average","70.694",""
"2008M07","Philippine peso","National currency","Value at the end of the period","68.900",""
"2008M07","Russian rouble","National currency","Average","36.8261",""
"2008M07","Russian rouble","National currency","Value at the end of the period","36.5767",""
"2008M07","Singapore dollar","National currency","Average","2.1438",""
"2008M07","Singapore dollar","National currency","Value at the end of the period","2.1354",""
"2008M07","Thai baht","National currency","Average","52.8207",""
"2008M07","Thai baht","National currency","Value at the end of the period","52.3280",""
"2008M07","New Taiwan dollar","National currency","Average","47.9510",""
"2008M07","New Taiwan dollar","National currency","Value at the end of the period","47.7950",""
"2008M07","US dollar","National currency","Average","1.5770",""
"2008M07","US dollar","National currency","Value at the end of the period","1.5611",""
"2008M07","South African rand","National currency","Average","12.0328",""
"2008M07","South African rand","National currency","Value at the end of the period","11.4590",""
"2008M08","Bulgarian lev","National currency","Average","1.9558",""
"2008M08","Bulgarian lev","National currency","Value at the end of the period","1.9558",""
"2008M08","Czech koruna","National currency","Average","24.287",""
"2008M08","Czech koruna","National currency","Value at the end of the period","24.735",""
"2008M08","Danish krone","National currency","Average","7.4595",""
"2008M08","Danish krone","National currency","Value at the end of the period","7.4580",""
"2008M08","Croatian kuna","National currency","Average","7.19470",""
"2008M08","Croatian kuna","National currency","Value at the end of the period","7.15150",""
"2008M08","Hungarian forint","National currency","Average","235.88",""
"2008M08","Hungarian forint","National currency","Value at the end of the period","237.68",""
"2008M08","Polish zloty","National currency","Average","3.2920",""
"2008M08","Polish zloty","National currency","Value at the end of the period","3.3508",""
"2008M08","Romanian leu","National currency","Average","3.5271",""
"2008M08","Romanian leu","National currency","Value at the end of the period","3.5370",""
"2008M08","Swedish krona","National currency","Average","9.3984",""
"2008M08","Swedish krona","National currency","Value at the end of the period","9.4381",""
"2008M08","Pound sterling","National currency","Average","0.79279",""
"2008M08","Pound sterling","National currency","Value at the end of the period","0.80500",""
"2008M08","Swiss franc","National currency","Average","1.6212",""
"2008M08","Swiss franc","National currency","Value at the end of the period","1.6164",""
"2008M08","Icelandic krona","National currency","Average","122.07",""
"2008M08","Icelandic krona","National currency","Value at the end of the period","122.35",""
"2008M08","Norwegian krone","National currency","Average","7.9723",""
"2008M08","Norwegian krone","National currency","Value at the end of the period","7.9435",""
"2008M08","Albanian lek","National currency","Average","121.44",""
"2008M08","Albanian lek","National currency","Value at the end of the period","121.70",""
"2008M08","Denar (of North Macedonia)","National currency","Average","61.1801",""
"2008M08","Denar (of North Macedonia)","National currency","Value at the end of the period","61.1642",""
"2008M08","Serbian dinar","National currency","Average","76.5517",""
"2008M08","Serbian dinar","National currency","Value at the end of the period","76.4442",""
"2008M08","Turkish lira","National currency","Average","1.7669",""
"2008M08","Turkish lira","National currency","Value at the end of the period","1.7415",""
"2008M08","Argentine peso","National currency","Average","4.5419",""
"2008M08","Argentine peso","National currency","Value at the end of the period","4.4600",""
"2008M08","Australian dollar","National currency","Average","1.6961",""
"2008M08","Australian dollar","National currency","Value at the end of the period","1.7066",""
"2008M08","Bosnia and Herzegovina convertible mark","National currency","Average","1.95583",""
"2008M08","Bosnia and Herzegovina convertible mark","National currency","Value at the end of the period","1.95583",""
"2008M08","Brazilian real","National currency","Average","2.4103",""
"2008M08","Brazilian real","National currency","Value at the end of the period","2.4071",""
"2008M08","Canadian dollar","National currency","Average","1.5765",""
"2008M08","Canadian dollar","National currency","Value at the end of the period","1.5510",""
"2008M08","Chinese renminbi-yuan","National currency","Average","10.2609",""
"2008M08","Chinese renminbi-yuan","National currency","Value at the end of the period","10.0714",""
"2008M08","Hong Kong dollar","National currency","Average","11.6932",""
"2008M08","Hong Kong dollar","National currency","Value at the end of the period","11.5034",""
"2008M08","Indonesian rupiah","National currency","Average","13,700.21",""
"2008M08","Indonesian rupiah","National currency","Value at the end of the period","13,482.53",""
"2008M08","Israeli shekel","National currency","Average","5.3246",""
"2008M08","Israeli shekel","National currency","Value at the end of the period","5.2827",""
"2008M08","Indian rupee","National currency","Average","64.3236",""
"2008M08","Indian rupee","National currency","Value at the end of the period","64.4890",""
"2008M08","Japanese yen","National currency","Average","163.63",""
"2008M08","Japanese yen","National currency","Value at the end of the period","160.22",""
"2008M08","South Korean won","National currency","Average","1,566.23",""
"2008M08","South Korean won","National currency","Value at the end of the period","1,602.80",""
"2008M08","Mexican peso","National currency","Average","15.1269",""
"2008M08","Mexican peso","National currency","Value at the end of the period","15.1100",""
"2008M08","Malaysian ringgit","National currency","Average","4.9843",""
"2008M08","Malaysian ringgit","National currency","Value at the end of the period","5.0003",""
"2008M08","New Zealand dollar","National currency","Average","2.1097",""
"2008M08","New Zealand dollar","National currency","Value at the end of the period","2.0890",""
"2008M08","Philippine peso","National currency","Average","67.307",""
"2008M08","Philippine peso","National currency","Value at the end of the period","67.760",""
"2008M08","Russian rouble","National currency","Average","36.2502",""
"2008M08","Russian rouble","National currency","Value at the end of the period","36.2401",""
"2008M08","Singapore dollar","National currency","Average","2.1024",""
"2008M08","Singapore dollar","National currency","Value at the end of the period","2.0846",""
"2008M08","Thai baht","National currency","Average","50.6971",""
"2008M08","Thai baht","National currency","Value at the end of the period","50.4530",""
"2008M08","New Taiwan dollar","National currency","Average","46.7230",""
"2008M08","New Taiwan dollar","National currency","Value at the end of the period","46.4800",""
"2008M08","US dollar","National currency","Average","1.4975",""
"2008M08","US dollar","National currency","Value at the end of the period","1.4735",""
"2008M08","South African rand","National currency","Average","11.4680",""
"2008M08","South African rand","National currency","Value at the end of the period","11.3597",""
"2008M09","Bulgarian lev","National currency","Average","1.9558",""
"2008M09","Bulgarian lev","National currency","Value at the end of the period","1.9558",""
"2008M09","Czech koruna","National currency","Average","24.497",""
"2008M09","Czech koruna","National currency","Value at the end of the period","24.660",""
"2008M09","Danish krone","National currency","Average","7.4583",""
"2008M09","Danish krone","National currency","Value at the end of the period","7.4611",""
"2008M09","Croatian kuna","National currency","Average","7.12230",""
"2008M09","Croatian kuna","National currency","Value at the end of the period","7.10490",""
"2008M09","Hungarian forint","National currency","Average","240.68",""
"2008M09","Hungarian forint","National currency","Value at the end of the period","242.83",""
"2008M09","Polish zloty","National currency","Average","3.3747",""
